-3.9044821563587263e6,2.6336064683232447e6,4.246714730006788e6,1.3333333333333333
-3.8416708504953976e6,2.591239707564435e6,4.327961764915844e6,1.2666666507720947
-3.7480314688671087e6,3.1449718231672314e6,4.0179855720935743e6,1.383333365122477
-3.9638894606223814e6,2.987004957211775e6,3.932317022646042e6,1.3166666825612385
-3.911155316514559e6,3.055729431828154e6,3.932317022646042e6,1.383333365122477
-4.0190767580011203e6,3.028591568665751e6,3.845443968314624e6,1.449999968210856
-3.551941778406861e6,4.086041606167658e6,3.300431434026997e6,1.3000000317891438
-3.873224831153134e6,2.612523136258359e6,4.287501759087339e6,1.3166666825612385
-3.655460054941521e6,4.356407653061186e6,2.818215576492246e6,1.3166666825612385
-3.9582835969931306e6,2.875861371121543e6,4.0179855720935743e6,1.3166666825612385
-3.9582835969931306e6,2.875861371121543e6,4.0179855720935743e6,1.3666666348775227
-3.895265507770923e6,2.6472194021818177e6,4.246714730006788e6,1.2666666507720947
-3.398760288621911e6,3.519519308175573e6,3.7279855720935743e6,1.3166666825612385
-3.553494870919356e6,4.2348902786832405e6,3.145373735292095e6,1.3166666825612385
-3.5418811593697774e6,3.9336575416338057e6,3.446446563681943e6,1.3166666825612385
-3.909808606950785e6,3.0001016619457593e6,4.0103035194428046e6,1.3166666825612385
-3.607908495744158e6,2.718754059368289e6,4.257348408754815e6,1.25
-3.933657541633806e6,3.5418811593697765e6,3.206446563681943e6,1.383333365122477
-4.318406347449134e6,3.3136297354573663e6,3.2332870174661116e6,1.383333365122477
-3.8885139091388364e6,2.7227667516123187e6,4.185603835992339e6,1.25
-3.6973649251696267e6,4.253331799882208e6,2.8165052772437283e6,1.449999968210856
-3.93767232306483e6,3.0214822433054503e6,3.932317022646042e6,1.3000000317891438
-3.6813572425445365e6,4.161017425440271e6,3.0622547326378557e6,1.3333333333333333
-4.161208456371509e6,3.3696801667656903e6,3.3939586410808167e6,1.3000000317891438
-3.089812641804483e6,3.554422847363961e6,3.826714730006788e6,1.25
-4.0026449900065335e6,2.7509416856736345e6,4.0603598891289844e6,1.2666666507720947
-3.962677189248752e6,3.384446050064018e6,3.6400805722864843e6,1.383333365122477
-3.977247771944349e6,3.396890503320276e6,3.5778669092777786e6,1.2833333015441895
-3.422453613673145e6,4.541749345261005e6,2.748215576492246e6,1.25
-3.666697735995298e6,3.6666977359952983e6,3.691211004545659e6,1.3166666825612385
-3.56279739825227e6,3.820632450043083e6,3.641949007955834e6,1.1666666666666665
-3.8531863404696453e6,2.9566538687542444e6,4.0603598891289844e6,1.2833333015441895
-3.9056923325416017e6,3.371303549058892e6,3.717162689520109e6,1.1666666666666665
-3.587463518471752e6,4.0548898762062024e6,3.300431434026997e6,1.25
-4.029321551596255e6,2.8740871310816156e6,3.9845480087607987e6,1.4666666984558105
-3.886964641353964e6,3.4998386831178106e6,3.6278669092777786e6,1.0500000317891438
-3.89587562650867e6,2.578623825400308e6,4.272501759087339e6,1.2666666507720947
-4.01802287952902e6,3.173243609538269e6,3.7307523634039727e6,1.2833333015441895
-4.0192057385461302e6,3.1176158849639995e6,3.7750963145163083e6,1.2666666507720947
-3.4767719694484924e6,2.9694437868667357e6,4.392009688613866e6,1.2833333015441895
-3.622712059300281e6,4.023429350681529e6,3.335431434026997e6,1.3166666825612385
-3.6241506844519316e6,3.7267963293818017e6,3.67316797844181e6,1.2333333492279053
-3.8209845698181363e6,3.6898819077844126e6,3.4938110711148614e6,1.383333365122477
-3.825626348114159e6,3.746329308574799e6,3.4239586410808167e6,1.383333365122477
-3.7238993219153015e6,3.571091437727421e6,3.717162689520109e6,1.2166666984558105
-3.761298886374752e6,2.834342009474823e6,4.261714730006788e6,1.433333396911621
-4.147395037701227e6,3.2989869735974786e6,3.4972454882873916e6,1.383333365122477
-3.6242241282310206e6,4.0534736656438624e6,3.282735978915241e6,1.1833333174387612
-3.8789339857311e6,3.1299044774914e6,3.8663804346799105e6,1.0666666825612385
-3.7882316402054345e6,3.28146847760544e6,3.874630705858859e6,1.2333333492279053
-3.8588598101826604e6,2.5930455834903107e6,4.274817144859706e6,1.2666666507720947
-3.5233299379526763e6,4.1107386870064684e6,3.357431434026997e6,1.0500000317891438
-3.62381706810757e6,3.982522531883564e6,3.3703231687258095e6,1.3000000317891438
-3.875897547755203e6,2.878496191846731e6,4.1450357030451004e6,1.3500000635782876
-3.8055275332766054e6,2.8990354202494835e6,4.1711722582461415e6,1.3333333333333333
-3.920256937103675e6,2.986435814158185e6,3.9903035194428046e6,1.3000000317891438
-4.421330154786712e6,3.631720744283727e6,2.292896886941791e6,1.25
-3.6173765936979903e6,2.7061437375646452e6,4.283348408754815e6,1.2666666507720947
-4.147068883770573e6,3.3582301666372507e6,3.4318153648385582e6,1.199999968210856
-4.129428285062051e6,3.379898255477531e6,3.4158153648385582e6,1.2833333015441895
-4.359841429100978e6,3.645005818555011e6,2.4092095373519524e6,1.
-4.3547185818379605e6,3.6504177589019416e6,2.4090974882655907e6,0.849999984105428
-4.0583344328523483e6,3.304827938670221e6,3.5901399836376044e6,0.8333333333333333
-4.0677203609601036e6,3.300327659857131e6,3.606771596039247e6,0.8333333333333333
-3.938788296993375e6,3.332070378483677e6,3.676611047452275e6,0.8333333333333333
-3.703411232627908e6,2.987635582501305e6,4.140042379894755e6,0.849999984105428
-4.259803385025791e6,3.673461386425856e6,2.498642848300713e6,1.0500000317891438
-3.449616507786482e6,4.464892149071129e6,2.8831694273380376e6,0.9499999682108561
-4.1315449764979766e6,3.3872937905269107e6,3.410168974669157e6,0.8833333651224772
-3.881246435050862e6,3.0907135783067797e6,3.884559855711151e6,0.849999984105428
-3.9900349964965656e6,3.1721120502806143e6,3.7649375479301144e6,0.849999984105428
-3.7652758610002953e6,2.940486852002206e6,4.1385704559159726e6,0.9166666666666666
-3.993288154024395e6,3.1684461426090724e6,3.7805830568892215e6,0.849999984105428
-3.60983604197528e6,4.23944356317971e6,3.0663311458293116e6,0.9833333492279053
-4.1172994617294814e6,3.540936054686006e6,3.3139671283959565e6,0.9833333492279053
-4.03672241607987e6,3.155989177866112e6,3.7333227106203e6,0.849999984105428
-4.039800207679485e6,3.1543081904722545e6,3.7344525366995987e6,0.849999984105428
-3.9782750479447315e6,3.3477638157380763e6,3.617722726481744e6,0.8333333333333333
-4.324953745707729e6,3.5391781648667348e6,2.969717550200197e6,0.8666666348775227
-3.605836020855154e6,4.219802085743744e6,3.094415436025566e6,0.849999984105428
-3.764838394235244e6,2.9405681370427804e6,4.1389025375488624e6,0.9000000158945719
-4.1276436285026376e6,3.3730275856665713e6,3.42552462353109e6,0.9499999682108561
-3.9747330360520957e6,3.1817430321650775e6,3.787817077675664e6,0.9000000158945719
-3.71566657223456e6,3.0841486092602992e6,4.135860438981355e6,0.849999984105428
-3.115160066027761e6,3.42880265351956e6,3.8723314815774886e6,0.8833333651224772
-4.135049895518142e6,3.3879949898474133e6,3.40534171668703e6,0.9166666666666666
-3.977024402646054e6,3.174475959967901e6,3.7764435649714074e6,0.8333333333333333
-3.8487641020786734e6,2.617090256492113e6,4.2983971401837375e6,1.2833333015441895
-3.8920276061707027e6,2.5849761584118046e6,4.294176624865755e6,0.9833333492279053
-3.900148211069288e6,2.650041199914128e6,4.245568602252794e6,0.9000000158945719
-3.8996301719627674e6,2.618467786412603e6,4.256292122279705e6,0.9000000158945719
-3.8745321979666017e6,2.599849180573877e6,4.28991615732641e6,0.849999984105428
-3.8917753250297373e6,2.584123073965413e6,4.286908069930085e6,0.8666666348775227
-3.899653633283793e6,2.5855311079953937e6,4.283021479738129e6,0.8666666348775227
-3.858708185141883e6,2.6451803244015723e6,4.2796723373471415e6,0.9166666666666666
-3.9174131755319065e6,2.5981921633076896e6,4.260451486506252e6,0.9166666666666666
-3.8401920462978347e6,2.6516448043240607e6,4.287104781374446e6,0.9333333174387614
-3.905963491235582e6,2.569936998524512e6,4.283600317299559e6,0.9166666666666666
-3.897248202674766e6,2.5814895597051713e6,4.279576037677024e6,0.9499999682108561
-3.9084544416425214e6,2.60296952689184e6,4.269680415801215e6,0.9333333174387614
-3.89351753222814e6,2.62215892370819e6,4.253558500309556e6,1.
-3.881063668473254e6,2.622544235480243e6,4.267485351608824e6,0.8333333333333333
-3.8430596317860372e6,2.656697272306915e6,4.277501759087339e6,0.8666666348775227
-3.909508146328288e6,2.612644420202655e6,4.264898021645008e6,0.8666666348775227
-3.915680941046096e6,2.603247616928773e6,4.256980057307904e6,0.9499999682108561
-3.9031807138936487e6,2.6358029606455998e6,4.257551019436238e6,0.9666666984558105
-3.889042936932398e6,2.681769646445839e6,4.241966167479758e6,0.8833333651224772
-3.904984399685407e6,2.6051871317237597e6,4.269476912927265e6,0.849999984105428
-3.9118760201676153e6,2.567277355267772e6,4.270858519475323e6,0.8666666348775227
-3.8926806989268037e6,2.622187589238368e6,4.261293039635773e6,0.9333333174387614
-3.9048437582107023e6,2.5849515427361573e6,4.273707011040549e6,0.8833333651224772
-3.90027669630126e6,2.583495596855451e6,4.2846723373471415e6,0.8833333651224772
-3.899509375835166e6,2.585338288071682e6,4.27826544474144e6,0.849999984105428
